R127 67104 2.747814229233546
R127 10706 2.547290629653571
R127 70010 1.8604352683548997
R127 40234 1.814562502340708
R127 75738 1.8066984554835925
R127 56741 1.6629992970001426
R127 40292 1.619210962372335
R127 59095 1.5781721703966702
R127 60141 1.5781721703966702
R127 26026 1.3470558055935873
R127 26144 1.3470558055935873
R127 68825 1.2980013131668475
R127 58487 0.23541642468284746
R127 62215 0.2317949621083942
R127 62401 0.204319504123938
R127 59087 0.1421753905562297
R127 15334 0.0954711454821153
R127 13519 0.0954711454821153
R127 48267 0.0
R127 49809 0.0
R127 50190 0.0
R127 48284 0.0
R127 24838 0.0
R127 24747 0.0
R127 5166 0.0
R127 78729 0.0
R127 50177 0.0
R127 86898 0.0
R127 59349 0.0
R127 77429 0.0
R127 24839 0.0
R127 50165 0.0
