R145 27378 0.0
R145 21738 0.0
R145 36575 0.0
R145 17654 -1.7499451055131692
R145 14501 -1.7621148558135054
R145 76651 -1.9923674307533459
R145 69370 -2.2647913694476918
R145 29916 -2.6431353181664576
R145 14506 -2.653718960503975
R145 18536 -2.666404902020122
R145 29248 -2.7153310894762703
R145 86184 -2.784511126323838
R145 8796 -3.0176231130465987
R145 33147 -3.1000500541053824
R145 60586 -3.164589770168774
R145 33759 -3.2244907986349443
R145 33155 -3.2751589492861894
R145 15641 -3.2940514736608386
R145 17688 -3.383750615178335
R145 17305 -3.5146279989082156
R145 14503 -3.5229315120296465
R145 14507 -3.5309816864512342
R145 17371 -3.8830040651444944
R145 82244 -4.067903976366507
R145 43860 -4.142178773686051
R145 17318 -4.158141772668885
R145 29684 -4.168108457933316
R145 14504 -4.342061421075263
R145 14502 -4.618791801600084
R145 29910 -4.619626470265553
R145 15211 -4.661505541499612
R145 12097 -4.661505541499612
R145 68048 -4.6967016105322505
R145 29200 -4.754118219306959
R145 29958 -4.864167574315051
R145 17652 -4.936933545345293
R145 17653 -4.98211013429285
R145 29984 -5.074379783332695
R145 29271 -5.191433647946749
R145 14512 -5.203493592250633
R145 12850 -5.206297646536706
R145 48364 -5.266181219289175
R145 14505 -5.320836872858884
R145 11606 -5.342987377006864
R145 52836 -5.381261725133619
R145 29892 -5.413748904120471
R145 16169 -5.452165217982106
R145 79732 -5.462245815582271
R145 29895 -5.462315069563104
R145 44236 -5.466983299987662
R145 7773 -5.48125736006541
R145 17651 -5.499536908240556
R145 29196 -5.536084313964989
R145 7057 -5.543443801602652
R145 45721 -5.547403928704936
R145 28622 -5.553584253131437
R145 14673 -5.572195759394071
R145 6299 -5.580179451730828
R145 40278 -5.642743173790098
R145 17361 -5.666048956757616
R145 3781 -5.732022105201747
R145 26068 -5.77834417011959
R145 45707 -5.781564290730099
R145 45735 -5.90645045201029
R145 86381 -5.907956875170306
R145 17647 -5.921528656688018
R145 22862 -5.925865317310355
R145 8169 -5.980537843626024
R145 17317 -6.019636093319111
R145 19028 -6.063993364519432
R145 18525 -6.0813012244559586
R145 17278 -6.1301449546903335
R145 26072 -6.139544478995781
R145 50193 -6.171916775900787
R145 41461 -6.196140066921782
R145 41447 -6.22821981843825
R145 17687 -6.304969038220099
R145 19026 -6.328833358086535
R145 35017 -6.340367730701633
R145 21077 -6.428424626743744
R145 22691 -6.46231397618905
R145 17648 -6.486242491341806
R145 17689 -6.492552159500086
R145 35545 -6.530807290093952
R145 67785 -6.626172965280077
R145 54291 -6.773903726790572
R145 27970 -6.822114609783438
R145 18001 -6.9265816391230475
R145 32472 -6.990232732236381
R145 32232 -7.018285844845835
R145 51917 -7.18360962927987
R145 28025 -7.192552720093121
R145 6237 -7.232837120541372
R145 11106 -7.242528671860071
R145 4300 -7.253090301311821
