R109 15776 -0.8523465724018281
R109 78626 -0.8597916007096659
R109 51139 -0.9538218812811772
R109 16575 -0.9546382235687718
R109 34684 -1.0122000523097154
R109 49766 -1.0514947418213931
R109 23398 -1.075583513006869
R109 4933 -1.0841533582073337
R109 17498 -1.1863131836116436
R109 75624 -1.2255005570428394
R109 25832 -1.3180666798050078
R109 61554 -1.366441598368351
R109 29729 -1.5397550309988652
R109 58504 -1.5708394506026735
R109 11402 -1.6057989163180248
R109 29314 -1.6920344180087301
R109 24340 -1.993908993991182
R109 73598 -2.0093227970747716
R109 31530 -2.0296585164329883
R109 51780 -2.068822486353302
R109 46566 -2.107516640661104
R109 16953 -2.1117175917279867
R109 58428 -2.143997885109539
R109 59340 -2.3667125194103296
R109 82229 -2.4793245593598954
R109 58582 -2.5079353798950494
R109 51841 -2.532777106063569
R109 62293 -2.793479411333483
R109 26073 -2.8397401440582155
R109 56735 -2.910781221085761
R109 58676 -3.000759912951276
R109 58651 -3.0038993394511833
R109 68812 -3.04631584056517
R109 67144 -3.053467542406281
R109 61540 -3.1313042094224297
R109 55187 -3.1529826233721385
R109 56519 -3.171287950753433
R109 67717 -3.485017709148215
R109 64476 -3.561867404053505
R109 65289 -3.9319956709119697
