R108 58553 2.244352441175689
R108 83932 1.8662125241169503
R108 52263 0.0
R108 77920 0.0
R108 44714 0.0
R108 22169 0.0
R108 63616 0.0
R108 85265 0.0
R108 50314 0.0
R108 80449 0.0
R108 52301 0.0
R108 76353 0.0
R108 8780 -0.1099432184970941
R108 2829 -0.11275449660960968
R108 5176 -0.13706121648698888
R108 5177 -0.13706121648698888
R108 22662 -0.35545965873097707
R108 10810 -0.5778553539530256
R108 80518 -0.5960972871892762
R108 82392 -0.6665230739533319
R108 81929 -0.6797825234836046
R108 54765 -0.8845216329329701
R108 84364 -1.4396870767490932
R108 58507 -1.4488961501784692
R108 76314 -1.6467368372817741
R108 67204 -1.7574692057502415
R108 49460 -1.8089318297306527
R108 35073 -1.9730677097198814
R108 49600 -2.058228515237746
R108 84272 -2.3705660883818775
R108 50264 -2.4212454876815
R108 43241 -2.454035398193269
R108 8938 -2.5735024476433015
R108 26058 -2.590115935398562
R108 54925 -2.602755456203373
R108 32662 -2.6539427930682256
R108 19961 -2.707943687890686
R108 54814 -2.7209530306776744
R108 14838 -2.7376418208222693
R108 14942 -2.759563062873849
R108 10759 -2.778069229581451
R108 79295 -2.7952103074870482
R108 82981 -2.8021188452011647
R108 56511 -2.8051292306291478
R108 57755 -2.819004240923094
R108 33970 -2.8237798391381927
R108 5650 -2.836040771931251
R108 84420 -2.84112606348051
R108 82290 -2.8639176381782323
R108 78878 -2.871183135878931
R108 63369 -2.8778241921554355
R108 61652 -2.892524004592175
R108 49709 -2.9493641105271147
