R131 40119 0.33203549715877645
R131 41857 0.33203549715877645
R131 7937 0.0
R131 14855 0.0
R131 6635 0.0
R131 22961 0.0
R131 31141 0.0
R131 27966 0.0
R131 28440 -1.3093817358781856
R131 28455 -1.3097451198165597
R131 80756 -1.3350531120522207
R131 58957 -1.6258735061286895
R131 16170 -1.6353032681629918
R131 77104 -1.639080414028075
R131 31515 -1.6515059099651466
R131 36601 -1.6586196378072289
R131 62836 -1.6586666485258392
R131 62835 -1.6604173427041844
R131 77102 -1.663343393374621
R131 31504 -1.6650697372506116
R131 60118 -1.6893503297216568
R131 26568 -1.6944960374628095
R131 59502 -1.6953887029564563
R131 62536 -1.714509327432765
R131 73034 -1.7773587083108873
R131 77349 -1.8551736248599762
R131 49907 -1.8573890947447242
R131 41975 -1.880013384136421
R131 13484 -1.9181600803545555
R131 39433 -2.039129385591135
R131 63056 -2.088486837274477
