R128 64033 1.2289239956176319
R128 27215 1.098766659464804
R128 64070 1.035519871868289
R128 70233 1.0352020992864757
R128 66961 1.0119249309197151
R128 75201 0.9424227269231829
R128 61170 0.9235533524144883
R128 24214 0.9003817268886146
R128 66923 0.8966140468753808
R128 73326 0.0
R128 80709 0.0
R128 80893 0.0
R128 78727 -0.6336317122163577
R128 77428 -0.6336317122163577
R128 60528 -0.8649289011317054
R128 3740 -0.943733628582371
R128 37136 -1.4696369313354196
R128 59464 -1.7464360096261553
R128 71345 -1.8743754327989224
R128 39173 -1.9373227082679259
R128 9591 -2.0228775884201493
R128 67634 -2.0569155650782402
R128 68037 -2.064289004563476
R128 75591 -2.2599515443525213
R128 28598 -2.288535713409407
R128 65394 -2.2978080570552524
R128 58888 -2.302223892668272
R128 25134 -2.3042095296050817
R128 9846 -2.331317938448931
R128 26598 -2.338662273502226
R128 3972 -2.5279889704860756
R128 13342 -2.7745443894429322
R128 16954 -2.805085668597857
R128 24515 -2.8256372077034935
R128 15875 -2.865077925063646
R128 16343 -2.9182595202978776
R128 22751 -2.9785203625837053
R128 16575 -3.033995973182181
R128 49879 -3.0509467589299426
R128 20973 -3.0524334349604034
R128 39335 -3.062969556655588
R128 56170 -3.1043639491509154
R128 84584 -3.105423501298171
R128 58476 -3.1681493596193144
R128 25172 -3.1738065763909242
R128 76675 -3.1775914195800357
R128 67861 -3.192287237024217
R128 4933 -3.281289937154087
R128 32366 -3.2924820320877255
R128 26088 -3.341273532512448
R128 26085 -3.3448445052914066
